0   1   1   1     16.119490     
1   9   7   1	  1610.594029   
1   9   8   1	  1613.338688   
1   8   4   1	  1617.517318   
1   8   2   0	  1636.302102   
1   8   1   1	  1648.068778   
1   8   2   1	  1661.943718   
1   9   7   0	  1670.418428   
1  10  10   1	  1671.371260   
1   8   1   0	  1672.989253   
0  13   5   1	  1695.425480   
0  13   5   0	  1695.741572   
1   9   5   1	  1726.246405   
0  13   4   0	  1727.245481   
0  13   4   1	  1727.537779   
1  10   8   0	  1730.343596   
1  13  13   1	  1731.994237   
1  11  10   0	  1735.221755   
1   9   5   0	  1760.475860   
1   9   4   0	  1765.585756   
0  13   2   0	  1769.526035   
0  13   2   1	  1769.789350   
0  13   1   1	  1780.070082   
0  13   1   0	  1780.326608   
1   9   4   1	  1793.844368   
1  11  11   0	  1806.101467   
1  10   7   1	  1809.903011   
1  10   8   1	  1809.930688   
1   9   2   0	  1814.618584   
1   9   1   1	  1826.266141   
1  12  11   1	  1834.824371   
1   9   2   1	  1837.993748   
1   9   1   0	  1848.970028   
1  10   7   0	  1866.625678   
1  11  10   1	  1887.959614   
1  10   5   1	  1924.496555   
1  11   8   0	  1949.331798   
1  10   5   0	  1956.067510   
1  10   4   0	  1963.438844   
1  12  10   0	  1974.853413   
1  10   4   1	  1989.205168   
1  10   2   0	  2011.942256   
1  10   1   1	  2023.457459   
1  11   8   1	  2025.503302   
1  11   7   1	  2028.163266   
1  10   2   1	  2033.046748   
1  12  11   0	  2042.215275   
1  10   1   0	  2043.946078   
1  11   7   0	  2081.775067   
1  13  11   1	  2094.251495   
1  13  13   0	  2108.529792   
1  12  10   1	  2123.427042   
1  11   5   1	  2141.592095   
1  11   5   0	  2170.539739   
1  11   4   0	  2180.097616   
1  12   8   0	  2187.057558   
1  11   4   1	  2203.423462   
1  11   2   0	  2228.018670   
1  13  10   0	  2233.076115   
1  11   1   1	  2239.388284   
1  11   2   1	  2246.926462   
1  11   1   0	  2257.741147   
1  12   8   1	  2259.862650   
1  12   7   1	  2265.094902   
1  13  11   0	  2297.050512   
1  12   7   0	  2315.672715   
1  12   5   1	  2377.253133   
1  13  10   1	  2377.562034   
1  12   5   0	  2403.698667   
1  12   4   0	  2415.282179   
1  12   4   1	  2436.305370   
1  13   8   0	  2443.215538   
1  12   2   0	  2462.567934   
1  12   1   1	  2473.778723   
1  12   2   1	  2479.439010   
1  12   1   0	  2490.161355   
1  13   8   1	  2512.797222   
1  13   7   1	  2520.392581   
1  13   7   0	  2568.107112   
1  13   5   1	  2631.174330   
1  13   5   0	  2655.332784   
1  13   4   0	  2668.687196   
1  13   4   1	  2687.639382   
1  13   2   0	  2715.284710   
1  13   1   1	  2726.323439   
1  13   2   1	  2730.372882   
1  13   1   0	  2740.995192   
